=== ALU UNIT TEST REPORT ===
PASS | Op: XOR A: 0x3524 B: 0x5e81 -> Res=0x6ba5 Z=0
PASS | Op: OR A: 0x2b08 B: 0x5906 -> Res=0x7b0e Z=0
PASS | Op: SUB A: 0x9b4a B: 0x477e -> Res=0x53cc Z=0
PASS | Op: ADD A: 0xf513 B: 0xa1c6 -> Res=0x96d9 Z=0
PASS | Op: AND A: 0x24dc B: 0x55f5 -> Res=0x4d4 Z=0
PASS | Op: XOR A: 0x83e0 B: 0x5a01 -> Res=0xd9e1 Z=0
PASS | Op: XOR A: 0x8c8e B: 0x8d93 -> Res=0x11d Z=0
PASS | Op: XOR A: 0x23a B: 0xf2a5 -> Res=0xf09f Z=0
PASS | Op: SUB A: 0x1c60 B: 0xa183 -> Res=0x7add Z=0
PASS | Op: AND A: 0x4d80 B: 0xe0a7 -> Res=0x4080 Z=0
PASS | Op: ADD A: 0x79de B: 0x9dc9 -> Res=0x17a7 Z=0
PASS | Op: SUB A: 0x6ad3 B: 0x109b -> Res=0x5a38 Z=0
PASS | Op: OR A: 0xdacd B: 0x6e72 -> Res=0xfeff Z=0
PASS | Op: XOR A: 0x342e B: 0xc6c2 -> Res=0xf2ec Z=0
PASS | Op: ADD A: 0x3b8a B: 0x973c -> Res=0xd2c6 Z=0
PASS | Op: XOR A: 0xedcd B: 0xc28d -> Res=0x2f40 Z=0
PASS | Op: OR A: 0x6e15 B: 0xc0b2 -> Res=0xeeb7 Z=0
PASS | Op: OR A: 0xaaa B: 0xb8fd -> Res=0xbaff Z=0
PASS | Op: SUB A: 0xaeab B: 0x5abb -> Res=0x53f0 Z=0
PASS | Op: AND A: 0xb2bd B: 0xc110 -> Res=0x8010 Z=0
PASS | Op: SUB A: 0xce53 B: 0x9c2c -> Res=0x3227 Z=0
PASS | Op: AND A: 0xaea B: 0x6a6b -> Res=0xa6a Z=0
PASS | Op: XOR A: 0x2d8a B: 0xc07c -> Res=0xedf6 Z=0
PASS | Op: SUB A: 0xce93 B: 0xbf88 -> Res=0xf0b Z=0
PASS | Op: ADD A: 0xcaf7 B: 0xafd2 -> Res=0x7ac9 Z=0
PASS | Op: ADD A: 0xec5d B: 0x9c8 -> Res=0xf625 Z=0
PASS | Op: XOR A: 0x40ee B: 0x384b -> Res=0x78a5 Z=0
PASS | Op: XOR A: 0x1b27 B: 0xeb1a -> Res=0xf03d Z=0
PASS | Op: SUB A: 0xebc5 B: 0xbd2c -> Res=0x2e99 Z=0
PASS | Op: ADD A: 0x7bb3 B: 0x8876 -> Res=0x429 Z=0
PASS | Op: OR A: 0xfd60 B: 0xc76d -> Res=0xff6d Z=0
PASS | Op: AND A: 0x3998 B: 0x9b2c -> Res=0x1908 Z=0
PASS | Op: XOR A: 0xa5ab B: 0xab7e -> Res=0xed5 Z=0
PASS | Op: OR A: 0x33c9 B: 0x9eb4 -> Res=0xbffd Z=0
PASS | Op: OR A: 0x324e B: 0x2b31 -> Res=0x3b7f Z=0
PASS | Op: ADD A: 0x8f02 B: 0xe458 -> Res=0x735a Z=0
PASS | Op: AND A: 0x2f9b B: 0x18bf -> Res=0x89b Z=0
PASS | Op: OR A: 0x5dbc B: 0xbcee -> Res=0xfdfe Z=0
PASS | Op: SUB A: 0x7ab8 B: 0xed32 -> Res=0x8d86 Z=0
PASS | Op: XOR A: 0x2c3f B: 0x4bd3 -> Res=0x67ec Z=0
PASS | Op: OR A: 0x3977 B: 0xd192 -> Res=0xf9f7 Z=0
PASS | Op: OR A: 0xd2d3 B: 0xaa77 -> Res=0xfaf7 Z=0
PASS | Op: ADD A: 0x4619 B: 0x58f7 -> Res=0x9f10 Z=0
PASS | Op: XOR A: 0xfde9 B: 0x52cd -> Res=0xaf24 Z=0
PASS | Op: XOR A: 0xe190 B: 0x1fc0 -> Res=0xfe50 Z=0
PASS | Op: AND A: 0xb53d B: 0xc89c -> Res=0x801c Z=0
PASS | Op: ADD A: 0x14e2 B: 0xc24b -> Res=0xd72d Z=0
PASS | Op: ADD A: 0xa8d1 B: 0x23e -> Res=0xab0f Z=0
PASS | Op: ADD A: 0xfc39 B: 0xed57 -> Res=0xe990 Z=0
PASS | Op: XOR A: 0x23a B: 0x242a -> Res=0x2610 Z=0
PASS | Op: AND A: 0x99f2 B: 0x6d77 -> Res=0x972 Z=0
PASS | Op: OR A: 0x8215 B: 0xdb45 -> Res=0xdb55 Z=0
PASS | Op: XOR A: 0x9494 B: 0x4944 -> Res=0xddd0 Z=0
PASS | Op: ADD A: 0x8510 B: 0xb234 -> Res=0x3744 Z=0
PASS | Op: OR A: 0x6a1a B: 0xe837 -> Res=0xea3f Z=0
PASS | Op: SUB A: 0x21c7 B: 0xce78 -> Res=0x534f Z=0
PASS | Op: SUB A: 0x2e96 B: 0x8796 -> Res=0xa700 Z=0
PASS | Op: ADD A: 0xa62f B: 0x3a95 -> Res=0xe0c4 Z=0
PASS | Op: ADD A: 0x32d1 B: 0x3088 -> Res=0x6359 Z=0
PASS | Op: ADD A: 0x48b7 B: 0x5db0 -> Res=0xa667 Z=0
PASS | Op: OR A: 0x3ec2 B: 0x5795 -> Res=0x7fd7 Z=0
PASS | Op: AND A: 0xe7de B: 0xf9e2 -> Res=0xe1c2 Z=0
PASS | Op: OR A: 0xc627 B: 0x68f4 -> Res=0xeef7 Z=0
PASS | Op: SUB A: 0xbaa4 B: 0x94fe -> Res=0x25a6 Z=0
PASS | Op: ADD A: 0x5ee6 B: 0x6263 -> Res=0xc149 Z=0
PASS | Op: XOR A: 0xe9c2 B: 0x1a5 -> Res=0xe867 Z=0
PASS | Op: SUB A: 0xf68 B: 0x20b4 -> Res=0xeeb4 Z=0
PASS | Op: OR A: 0xca7d B: 0x3556 -> Res=0xff7f Z=0
PASS | Op: ADD A: 0xec36 B: 0x8fef -> Res=0x7c25 Z=0
PASS | Op: XOR A: 0xf21e B: 0xf452 -> Res=0x64c Z=0
PASS | Op: XOR A: 0xaad9 B: 0x66e6 -> Res=0xcc3f Z=0
PASS | Op: XOR A: 0x2817 B: 0xb241 -> Res=0x9a56 Z=0
PASS | Op: SUB A: 0xf235 B: 0x16ca -> Res=0xdb6b Z=0
PASS | Op: AND A: 0x1e3e B: 0xe186 -> Res=0x6 Z=0
PASS | Op: ADD A: 0xc6f9 B: 0xba52 -> Res=0x814b Z=0
PASS | Op: ADD A: 0xa9ee B: 0xb69c -> Res=0x608a Z=0
PASS | Op: OR A: 0xb70a B: 0x5c7c -> Res=0xff7e Z=0
PASS | Op: XOR A: 0x6834 B: 0xd4f2 -> Res=0xbcc6 Z=0
PASS | Op: ADD A: 0xc66a B: 0x8fc6 -> Res=0x5630 Z=0
PASS | Op: XOR A: 0xa6be B: 0x3725 -> Res=0x919b Z=0
PASS | Op: ADD A: 0x8d98 B: 0x56ed -> Res=0xe485 Z=0
PASS | Op: OR A: 0xd253 B: 0x6088 -> Res=0xf2db Z=0
PASS | Op: AND A: 0xbcf4 B: 0x8957 -> Res=0x8854 Z=0
PASS | Op: SUB A: 0x2043 B: 0x662a -> Res=0xba19 Z=0
PASS | Op: OR A: 0xb4fe B: 0xc54c -> Res=0xf5fe Z=0
PASS | Op: SUB A: 0xa122 B: 0xa590 -> Res=0xfb92 Z=0
PASS | Op: XOR A: 0x22c B: 0x164d -> Res=0x1461 Z=0
PASS | Op: OR A: 0x30f9 B: 0xd4a5 -> Res=0xf4fd Z=0
PASS | Op: AND A: 0xc765 B: 0x2521 -> Res=0x521 Z=0
PASS | Op: XOR A: 0xaaef B: 0x7f8f -> Res=0xd560 Z=0
PASS | Op: ADD A: 0x8932 B: 0xa543 -> Res=0x2e75 Z=0
PASS | Op: OR A: 0x8379 B: 0x5372 -> Res=0xd37b Z=0
PASS | Op: SUB A: 0x2f91 B: 0xc8a4 -> Res=0x66ed Z=0
PASS | Op: SUB A: 0x49c9 B: 0x8ef -> Res=0x40da Z=0
PASS | Op: AND A: 0x690b B: 0xac63 -> Res=0x2803 Z=0
PASS | Op: ADD A: 0xaf5d B: 0x3b07 -> Res=0xea64 Z=0
PASS | Op: OR A: 0xece6 B: 0x9252 -> Res=0xfef6 Z=0
PASS | Op: SUB A: 0xac8e B: 0xdd23 -> Res=0xcf6b Z=0
PASS | Op: SUB A: 0x70a8 B: 0x4545 -> Res=0x2b63 Z=0
PASS | Op: XOR A: 0x7ae1 B: 0x7e62 -> Res=0x483 Z=0
PASS | Op: OR A: 0x3b72 B: 0x9a0d -> Res=0xbb7f Z=0
PASS | Op: AND A: 0x4138 B: 0x41e6 -> Res=0x4120 Z=0
PASS | Op: ADD A: 0xbe10 B: 0x662f -> Res=0x243f Z=0
PASS | Op: SUB A: 0x28a8 B: 0x2a3d -> Res=0xfe6b Z=0
PASS | Op: XOR A: 0xf184 B: 0xff2d -> Res=0xea9 Z=0
PASS | Op: XOR A: 0xfe3b B: 0xce9f -> Res=0x30a4 Z=0
PASS | Op: OR A: 0xcfec B: 0x1da7 -> Res=0xdfef Z=0
PASS | Op: XOR A: 0xb3a5 B: 0xe1f2 -> Res=0x5257 Z=0
PASS | Op: SUB A: 0x8b62 B: 0xc182 -> Res=0xc9e0 Z=0
PASS | Op: XOR A: 0x307b B: 0xf397 -> Res=0xc3ec Z=0
PASS | Op: OR A: 0x30cc B: 0x5bae -> Res=0x7bee Z=0
PASS | Op: ADD A: 0x176a B: 0x82a -> Res=0x1f94 Z=0
PASS | Op: ADD A: 0xcc43 B: 0xd8e1 -> Res=0xa524 Z=0
PASS | Op: ADD A: 0xa446 B: 0x169e -> Res=0xbae4 Z=0
PASS | Op: SUB A: 0x71c7 B: 0x41d0 -> Res=0x2ff7 Z=0
PASS | Op: XOR A: 0x75f4 B: 0xcaae -> Res=0xbf5a Z=0
PASS | Op: XOR A: 0x54c1 B: 0x7c5d -> Res=0x289c Z=0
PASS | Op: AND A: 0x9ada B: 0xef6b -> Res=0x8a4a Z=0
PASS | Op: SUB A: 0xd5e3 B: 0x5034 -> Res=0x85af Z=0
PASS | Op: AND A: 0xf27a B: 0x1859 -> Res=0x1058 Z=0
PASS | Op: XOR A: 0x2142 B: 0x72a1 -> Res=0x53e3 Z=0
PASS | Op: SUB A: 0x1254 B: 0x19c6 -> Res=0xf88e Z=0
PASS | Op: SUB A: 0x4922 B: 0x7d4a -> Res=0xcbd8 Z=0
PASS | Op: AND A: 0xae86 B: 0xaedb -> Res=0xae82 Z=0
PASS | Op: OR A: 0xea58 B: 0x43c6 -> Res=0xebde Z=0
PASS | Op: OR A: 0x77ba B: 0x7caf -> Res=0x7fbf Z=0
PASS | Op: XOR A: 0x6145 B: 0x225d -> Res=0x4318 Z=0
PASS | Op: OR A: 0x941a B: 0x2651 -> Res=0xb65b Z=0
PASS | Op: SUB A: 0x223b B: 0xb49e -> Res=0x6d9d Z=0
PASS | Op: XOR A: 0xce06 B: 0x64c6 -> Res=0xaac0 Z=0
PASS | Op: XOR A: 0x9bb0 B: 0x6675 -> Res=0xfdc5 Z=0
PASS | Op: OR A: 0x1470 B: 0x2c4f -> Res=0x3c7f Z=0
PASS | Op: OR A: 0xe23f B: 0xd30f -> Res=0xf33f Z=0
PASS | Op: OR A: 0xd651 B: 0x9be8 -> Res=0xdff9 Z=0
PASS | Op: XOR A: 0x1c86 B: 0xa04d -> Res=0xbccb Z=0
PASS | Op: AND A: 0xe89e B: 0xbf19 -> Res=0xa818 Z=0
PASS | Op: XOR A: 0x8e7f B: 0x94e7 -> Res=0x1a98 Z=0
PASS | Op: ADD A: 0x4b65 B: 0xa8a8 -> Res=0xf40d Z=0
PASS | Op: ADD A: 0xb180 B: 0xfc34 -> Res=0xadb4 Z=0
PASS | Op: AND A: 0xb612 B: 0x15f5 -> Res=0x1410 Z=0
PASS | Op: ADD A: 0x83f0 B: 0x2457 -> Res=0xa847 Z=0
PASS | Op: XOR A: 0x6e33 B: 0x7681 -> Res=0x18b2 Z=0
PASS | Op: ADD A: 0xb5a5 B: 0x962e -> Res=0x4bd3 Z=0
PASS | Op: ADD A: 0x9ccc B: 0x875e -> Res=0x242a Z=0
PASS | Op: XOR A: 0xc151 B: 0x6705 -> Res=0xa654 Z=0
PASS | Op: AND A: 0x1682 B: 0xb149 -> Res=0x1000 Z=0
PASS | Op: ADD A: 0x86cd B: 0x3af2 -> Res=0xc1bf Z=0
PASS | Op: OR A: 0xeeb1 B: 0x16c8 -> Res=0xfef9 Z=0
PASS | Op: ADD A: 0x8caa B: 0x2bd7 -> Res=0xb881 Z=0
PASS | Op: SUB A: 0x1491 B: 0x9e9e -> Res=0x75f3 Z=0
PASS | Op: AND A: 0xe773 B: 0x2a01 -> Res=0x2201 Z=0
PASS | Op: XOR A: 0xeef3 B: 0x47a7 -> Res=0xa954 Z=0
PASS | Op: XOR A: 0x59e1 B: 0x3b9e -> Res=0x627f Z=0
PASS | Op: OR A: 0x4364 B: 0x3844 -> Res=0x7b64 Z=0
PASS | Op: AND A: 0x9d74 B: 0xdb21 -> Res=0x9920 Z=0
PASS | Op: SUB A: 0x2111 B: 0xc122 -> Res=0x5fef Z=0
PASS | Op: AND A: 0x9329 B: 0x20eb -> Res=0x29 Z=0
PASS | Op: ADD A: 0xdf7c B: 0x2096 -> Res=0x12 Z=0
PASS | Op: SUB A: 0x7ae8 B: 0x2b59 -> Res=0x4f8f Z=0
PASS | Op: OR A: 0x55b8 B: 0xd520 -> Res=0xd5b8 Z=0
PASS | Op: OR A: 0x7976 B: 0x4a23 -> Res=0x7b77 Z=0
PASS | Op: ADD A: 0x872a B: 0xee6 -> Res=0x9610 Z=0
PASS | Op: ADD A: 0xd7b7 B: 0xe7ab -> Res=0xbf62 Z=0
PASS | Op: OR A: 0xaf38 B: 0x2204 -> Res=0xaf3c Z=0
PASS | Op: AND A: 0xe1b7 B: 0xe6d6 -> Res=0xe096 Z=0
PASS | Op: XOR A: 0x4458 B: 0xe756 -> Res=0xa30e Z=0
PASS | Op: XOR A: 0xbd5e B: 0x74dc -> Res=0xc982 Z=0
PASS | Op: ADD A: 0x3ff4 B: 0xd722 -> Res=0x1716 Z=0
PASS | Op: XOR A: 0x49b2 B: 0x2b10 -> Res=0x62a2 Z=0
PASS | Op: SUB A: 0x2a61 B: 0x852c -> Res=0xa535 Z=0
PASS | Op: XOR A: 0xbbfc B: 0xdf21 -> Res=0x64dd Z=0
PASS | Op: XOR A: 0x3ae5 B: 0x2161 -> Res=0x1b84 Z=0
PASS | Op: XOR A: 0x40eb B: 0xc647 -> Res=0x86ac Z=0
PASS | Op: XOR A: 0x2621 B: 0xd971 -> Res=0xff50 Z=0
PASS | Op: ADD A: 0x577b B: 0xa748 -> Res=0xfec3 Z=0
PASS | Op: ADD A: 0x54e2 B: 0x8e7d -> Res=0xe35f Z=0
PASS | Op: AND A: 0xa6cd B: 0xd2c3 -> Res=0x82c1 Z=0
PASS | Op: AND A: 0x4ca2 B: 0x84a4 -> Res=0x4a0 Z=0
PASS | Op: XOR A: 0x26ec B: 0x4657 -> Res=0x60bb Z=0
PASS | Op: ADD A: 0xa4d B: 0xd810 -> Res=0xe25d Z=0
PASS | Op: SUB A: 0x1d1f B: 0xb287 -> Res=0x6a98 Z=0
PASS | Op: ADD A: 0x8c82 B: 0x4d7c -> Res=0xd9fe Z=0
PASS | Op: ADD A: 0xf39a B: 0xd0cf -> Res=0xc469 Z=0
PASS | Op: ADD A: 0x98ca B: 0x3340 -> Res=0xcc0a Z=0
PASS | Op: ADD A: 0xafad B: 0x6fe2 -> Res=0x1f8f Z=0
PASS | Op: XOR A: 0xbe8a B: 0x353b -> Res=0x8bb1 Z=0
PASS | Op: ADD A: 0xff71 B: 0x4cf0 -> Res=0x4c61 Z=0
PASS | Op: SUB A: 0xc278 B: 0x80e0 -> Res=0x4198 Z=0
PASS | Op: SUB A: 0xb5eb B: 0x8309 -> Res=0x32e2 Z=0
PASS | Op: XOR A: 0xdd7b B: 0x15db -> Res=0xc8a0 Z=0
PASS | Op: AND A: 0xe11a B: 0x8666 -> Res=0x8002 Z=0
PASS | Op: SUB A: 0x5cd9 B: 0xb689 -> Res=0xa650 Z=0
PASS | Op: XOR A: 0x1f42 B: 0xbcf4 -> Res=0xa3b6 Z=0
PASS | Op: XOR A: 0x501c B: 0x1d5d -> Res=0x4d41 Z=0
PASS | Op: AND A: 0xd92c B: 0x474b -> Res=0x4108 Z=0
PASS | Op: XOR A: 0x123c B: 0x8ff5 -> Res=0x9dc9 Z=0
PASS | Op: AND A: 0x4261 B: 0x42be -> Res=0x4220 Z=0
PASS | Op: AND A: 0x15fd B: 0xd6a4 -> Res=0x14a4 Z=0
PASS | Op: XOR A: 0x2d7c B: 0x9e16 -> Res=0xb36a Z=0
PASS | Op: ADD A: 0x6e54 B: 0xbea4 -> Res=0x2cf8 Z=0
PASS | Op: OR A: 0x2f66 B: 0x2db1 -> Res=0x2ff7 Z=0
PASS | Op: ADD A: 0x67ee B: 0xa1c3 -> Res=0x9b1 Z=0
PASS | Op: XOR A: 0x5da5 B: 0x3f2d -> Res=0x6288 Z=0
PASS | Op: XOR A: 0x7304 B: 0xc068 -> Res=0xb36c Z=0
PASS | Op: AND A: 0x638d B: 0x98c4 -> Res=0x84 Z=0
PASS | Op: SUB A: 0x2d81 B: 0x2791 -> Res=0x5f0 Z=0
PASS | Op: ADD A: 0x233d B: 0xb41 -> Res=0x2e7e Z=0
PASS | Op: OR A: 0xdc88 B: 0x5cf -> Res=0xddcf Z=0
PASS | Op: OR A: 0xdb5a B: 0xc6b0 -> Res=0xdffa Z=0
PASS | Op: AND A: 0x137b B: 0x227e -> Res=0x27a Z=0
PASS | Op: OR A: 0x5952 B: 0x7253 -> Res=0x7b53 Z=0
PASS | Op: XOR A: 0xc707 B: 0x4815 -> Res=0x8f12 Z=0
PASS | Op: ADD A: 0x9786 B: 0x4bd9 -> Res=0xe35f Z=0
PASS | Op: SUB A: 0xd22f B: 0x116e -> Res=0xc0c1 Z=0
PASS | Op: ADD A: 0xaa18 B: 0xc5d5 -> Res=0x6fed Z=0
PASS | Op: SUB A: 0xc05d B: 0x875a -> Res=0x3903 Z=0
PASS | Op: XOR A: 0x8289 B: 0xa22a -> Res=0x20a3 Z=0
PASS | Op: XOR A: 0x1408 B: 0xcbbb -> Res=0xdfb3 Z=0
PASS | Op: XOR A: 0x69ad B: 0x9dd6 -> Res=0xf47b Z=0
PASS | Op: SUB A: 0xa7fe B: 0xe8ba -> Res=0xbf44 Z=0
PASS | Op: SUB A: 0xfa25 B: 0x4319 -> Res=0xb70c Z=0
PASS | Op: XOR A: 0xee2d B: 0xdb9a -> Res=0x35b7 Z=0
PASS | Op: XOR A: 0x868c B: 0xd5c -> Res=0x8bd0 Z=0
PASS | Op: XOR A: 0x3d47 B: 0x28ae -> Res=0x15e9 Z=0
PASS | Op: AND A: 0xca49 B: 0xd95c -> Res=0xc848 Z=0
PASS | Op: ADD A: 0x948 B: 0xca5 -> Res=0x15ed Z=0
PASS | Op: ADD A: 0xef5c B: 0x8732 -> Res=0x768e Z=0
PASS | Op: ADD A: 0x361f B: 0xea06 -> Res=0x2025 Z=0
PASS | Op: SUB A: 0x4c96 B: 0xca52 -> Res=0x8244 Z=0
PASS | Op: OR A: 0xfe2c B: 0xf579 -> Res=0xff7d Z=0
PASS | Op: XOR A: 0x5879 B: 0x45e4 -> Res=0x1d9d Z=0
PASS | Op: XOR A: 0xa2e3 B: 0x8c24 -> Res=0x2ec7 Z=0
PASS | Op: SUB A: 0xa880 B: 0xe52b -> Res=0xc355 Z=0
PASS | Op: AND A: 0x9361 B: 0xb78f -> Res=0x9301 Z=0
PASS | Op: AND A: 0x97e9 B: 0x9a2c -> Res=0x9228 Z=0
PASS | Op: XOR A: 0x567c B: 0x3b93 -> Res=0x6def Z=0
PASS | Op: XOR A: 0x886 B: 0xe88a -> Res=0xe00c Z=0
PASS | Op: ADD A: 0xe64f B: 0x2399 -> Res=0x9e8 Z=0
PASS | Op: AND A: 0xe3ea B: 0xe1e2 -> Res=0xe1e2 Z=0
PASS | Op: XOR A: 0xf86b B: 0x978d -> Res=0x6fe6 Z=0
PASS | Op: OR A: 0x2406 B: 0xca23 -> Res=0xee27 Z=0
PASS | Op: OR A: 0x7d1f B: 0x219b -> Res=0x7d9f Z=0
PASS | Op: ADD A: 0xf57e B: 0xb389 -> Res=0xa907 Z=0
PASS | Op: ADD A: 0xcdf4 B: 0x24c1 -> Res=0xf2b5 Z=0
PASS | Op: ADD A: 0xd3e7 B: 0xc22f -> Res=0x9616 Z=0
PASS | Op: SUB A: 0x144f B: 0x202d -> Res=0xf422 Z=0
PASS | Op: ADD A: 0xf2a2 B: 0xa14 -> Res=0xfcb6 Z=0
PASS | Op: ADD A: 0xb12 B: 0xc7fd -> Res=0xd30f Z=0
PASS | Op: ADD A: 0x14d4 B: 0x60b2 -> Res=0x7586 Z=0
PASS | Op: OR A: 0x2118 B: 0x16f3 -> Res=0x37fb Z=0
PASS | Op: AND A: 0xfe35 B: 0x81f0 -> Res=0x8030 Z=0
PASS | Op: XOR A: 0xef96 B: 0x3eb9 -> Res=0xd12f Z=0
PASS | Op: ADD A: 0xacb9 B: 0x1bb5 -> Res=0xc86e Z=0
PASS | Op: AND A: 0x9bed B: 0xc0cb -> Res=0x80c9 Z=0
PASS | Op: XOR A: 0xa6de B: 0x4fd3 -> Res=0xe90d Z=0
PASS | Op: XOR A: 0xef0a B: 0x48bb -> Res=0xa7b1 Z=0
PASS | Op: ADD A: 0x22df B: 0xf8fe -> Res=0x1bdd Z=0
PASS | Op: SUB A: 0xb2fb B: 0x58ae -> Res=0x5a4d Z=0
PASS | Op: OR A: 0xd7bd B: 0x746f -> Res=0xf7ff Z=0
PASS | Op: SUB A: 0x5273 B: 0x16b1 -> Res=0x3bc2 Z=0
PASS | Op: XOR A: 0x2d34 B: 0x7716 -> Res=0x5a22 Z=0
PASS | Op: XOR A: 0x54ae B: 0xd983 -> Res=0x8d2d Z=0
PASS | Op: OR A: 0x8f75 B: 0x6c62 -> Res=0xef77 Z=0
PASS | Op: ADD A: 0x3238 B: 0xc39d -> Res=0xf5d5 Z=0
PASS | Op: OR A: 0xa9fc B: 0x37d2 -> Res=0xbffe Z=0
PASS | Op: SUB A: 0x7863 B: 0x4b9c -> Res=0x2cc7 Z=0
PASS | Op: XOR A: 0xedf9 B: 0x8a06 -> Res=0x67ff Z=0
PASS | Op: ADD A: 0x9e51 B: 0x77d7 -> Res=0x1628 Z=0
PASS | Op: OR A: 0x3051 B: 0xdb13 -> Res=0xfb53 Z=0
PASS | Op: AND A: 0xf10d B: 0x5ddb -> Res=0x5109 Z=0
PASS | Op: SUB A: 0x50b2 B: 0x27fd -> Res=0x28b5 Z=0
PASS | Op: SUB A: 0x389b B: 0xc59f -> Res=0x72fc Z=0
PASS | Op: OR A: 0xe1a2 B: 0x5fd5 -> Res=0xfff7 Z=0
PASS | Op: ADD A: 0x42d3 B: 0xcf4f -> Res=0x1222 Z=0
PASS | Op: XOR A: 0xbf93 B: 0x5bf0 -> Res=0xe463 Z=0
PASS | Op: OR A: 0x774c B: 0xebc8 -> Res=0xffcc Z=0
PASS | Op: XOR A: 0xae07 B: 0xc86f -> Res=0x6668 Z=0
PASS | Op: OR A: 0x5014 B: 0x5609 -> Res=0x561d Z=0
PASS | Op: OR A: 0x4987 B: 0x4be7 -> Res=0x4be7 Z=0
PASS | Op: OR A: 0x3534 B: 0x74ab -> Res=0x75bf Z=0
PASS | Op: XOR A: 0x31c B: 0xa646 -> Res=0xa55a Z=0
PASS | Op: AND A: 0x916a B: 0x409f -> Res=0xa Z=0
PASS | Op: XOR A: 0x8089 B: 0x759e -> Res=0xf517 Z=0
PASS | Op: SUB A: 0x6840 B: 0xa31d -> Res=0xc523 Z=0
PASS | Op: SUB A: 0x126 B: 0x8853 -> Res=0x78d3 Z=0
PASS | Op: XOR A: 0x9c2c B: 0x5d12 -> Res=0xc13e Z=0
PASS | Op: XOR A: 0x5447 B: 0x929d -> Res=0xc6da Z=0
PASS | Op: ADD A: 0xfa56 B: 0x50ff -> Res=0x4b55 Z=0
PASS | Op: SUB A: 0x54dd B: 0xe007 -> Res=0x74d6 Z=0
PASS | Op: AND A: 0x38ea B: 0x68eb -> Res=0x28ea Z=0
PASS | Op: SUB A: 0x2b10 B: 0xdf99 -> Res=0x4b77 Z=0
PASS | Op: OR A: 0xfde9 B: 0xa4be -> Res=0xfdff Z=0
PASS | Op: SUB A: 0x16f4 B: 0x7f36 -> Res=0x97be Z=0
PASS | Op: SUB A: 0x7580 B: 0x419e -> Res=0x33e2 Z=0
PASS | Op: ADD A: 0x715b B: 0xb7e5 -> Res=0x2940 Z=0
PASS | Op: XOR A: 0xdc71 B: 0xe4fd -> Res=0x388c Z=0
PASS | Op: ADD A: 0xe317 B: 0xbabf -> Res=0x9dd6 Z=0
PASS | Op: OR A: 0xc3ec B: 0x7584 -> Res=0xf7ec Z=0
PASS | Op: XOR A: 0x9dd1 B: 0xcfa3 -> Res=0x5272 Z=0
PASS | Op: AND A: 0x416a B: 0x53e9 -> Res=0x4168 Z=0
PASS | Op: XOR A: 0x318a B: 0xa38b -> Res=0x9201 Z=0
PASS | Op: XOR A: 0x4e13 B: 0xeb53 -> Res=0xa540 Z=0
PASS | Op: AND A: 0xa41a B: 0x67aa -> Res=0x240a Z=0
PASS | Op: OR A: 0x1797 B: 0x7a50 -> Res=0x7fd7 Z=0
PASS | Op: ADD A: 0x710c B: 0x1f10 -> Res=0x901c Z=0
PASS | Op: ADD A: 0x3b6 B: 0xd544 -> Res=0xd8fa Z=0
PASS | Op: AND A: 0xe08d B: 0x57e3 -> Res=0x4081 Z=0
PASS | Op: SUB A: 0x363b B: 0x68ad -> Res=0xcd8e Z=0
PASS | Op: XOR A: 0xf010 B: 0x1e80 -> Res=0xee90 Z=0
PASS | Op: SUB A: 0x2b12 B: 0x46aa -> Res=0xe468 Z=0
PASS | Op: OR A: 0x9214 B: 0xf5b9 -> Res=0xf7bd Z=0
PASS | Op: AND A: 0x63b8 B: 0xa3f9 -> Res=0x23b8 Z=0
PASS | Op: XOR A: 0x3b8f B: 0x1cad -> Res=0x2722 Z=0
PASS | Op: SUB A: 0x3c54 B: 0xa419 -> Res=0x983b Z=0
PASS | Op: OR A: 0x8f29 B: 0x19f7 -> Res=0x9fff Z=0
PASS | Op: ADD A: 0xfacb B: 0xd346 -> Res=0xce11 Z=0
PASS | Op: XOR A: 0x59c1 B: 0x236 -> Res=0x5bf7 Z=0
PASS | Op: ADD A: 0x247e B: 0x93fc -> Res=0xb87a Z=0
PASS | Op: SUB A: 0x5aab B: 0xe991 -> Res=0x711a Z=0
PASS | Op: OR A: 0xfd69 B: 0x5e93 -> Res=0xfffb Z=0
PASS | Op: AND A: 0xf425 B: 0x3868 -> Res=0x3020 Z=0
PASS | Op: AND A: 0x1b5c B: 0x763d -> Res=0x121c Z=0
PASS | Op: AND A: 0xa7ee B: 0xbca4 -> Res=0xa4a4 Z=0
PASS | Op: ADD A: 0xc241 B: 0xc6b -> Res=0xceac Z=0
PASS | Op: XOR A: 0xbf60 B: 0xde00 -> Res=0x6160 Z=0
PASS | Op: ADD A: 0xc47a B: 0x3c3c -> Res=0xb6 Z=0
PASS | Op: XOR A: 0x8014 B: 0xc28e -> Res=0x429a Z=0
PASS | Op: XOR A: 0x4a94 B: 0xa4a2 -> Res=0xee36 Z=0
PASS | Op: ADD A: 0xb93b B: 0xbe83 -> Res=0x77be Z=0
PASS | Op: AND A: 0x4032 B: 0x1ab2 -> Res=0x32 Z=0
PASS | Op: SUB A: 0xaf47 B: 0x2530 -> Res=0x8a17 Z=0
PASS | Op: OR A: 0x32e7 B: 0xd4a1 -> Res=0xf6e7 Z=0
